recorded_at,station,hour,day_of_week,passengers,is_peak,is_weekend,actual_crowd,bucket
2025-09-23T21:59:48.850538,Amraiwadi,14,1,1,False,False,176,High
2026-04-07T21:59:48.850541,Paldi,13,0,6,False,False,217,High
2025-12-06T21:59:48.850544,Kankaria East,9,3,3,True,False,124,Medium
2025-09-04T21:59:48.850547,Old High Court,10,0,5,True,False,317,High
2026-03-10T21:59:48.850550,Chandkheda,21,5,2,False,True,118,Medium
2025-10-15T21:59:48.850553,APMC,15,5,1,False,True,131,Medium
2026-05-06T21:59:48.850556,AEC,7,1,4,False,False,143,Medium
2026-03-09T21:59:48.850561,Ranip,18,6,4,True,True,122,Medium
2025-09-30T21:59:48.850564,Ranip,6,2,5,False,False,144,Medium
2025-11-25T21:59:48.850567,Old High Court,16,2,4,False,False,237,High
2026-04-28T21:59:48.850570,Vadaj,22,3,3,False,False,116,Medium
2026-05-01T21:59:48.850573,Shahpur,16,1,6,False,False,49,Low
2025-10-18T21:59:48.850576,Motera Stadium,16,6,3,False,True,110,Medium
2025-11-14T21:59:48.850579,Commerce Six Roads,11,4,6,False,False,108,Medium
2026-06-17T21:59:48.850582,APMC,8,3,6,True,False,225,High
2026-01-20T21:59:48.850585,Gujarat University,10,3,3,True,False,199,High
2026-02-17T21:59:48.850588,Paldi,20,6,3,False,True,138,Medium
2025-08-28T21:59:48.850591,Apparel Park,6,2,6,False,False,46,Low
2026-01-09T21:59:48.850594,Shahpur,20,2,2,False,False,89,Medium
2026-05-28T21:59:48.850599,Apparel Park,9,5,3,True,True,49,Low
2025-09-28T21:59:48.850602,Chandkheda,10,3,6,True,False,275,High
2025-08-29T21:59:48.850605,Vastral,19,5,5,True,True,128,Medium
2026-06-24T21:59:48.850608,SSG Hospital,13,5,5,False,True,35,Low
2026-07-04T21:59:48.850611,Kalupur,22,5,3,False,True,159,High
2025-11-11T21:59:48.850614,Commerce Six Roads,10,1,3,True,False,113,Medium
2025-11-16T21:59:48.850618,Kalupur,9,5,2,True,True,180,High
2025-11-15T21:59:48.850622,Kalupur,7,3,2,False,False,144,Medium
2026-02-28T21:59:48.850625,Jivraj Mehta Hospital,20,4,1,False,False,31,Low
2026-04-15T21:59:48.850628,Sabarmati,18,2,1,True,False,126,Medium
2026-07-05T21:59:48.850631,Kalupur Railway Station,7,3,3,False,False,188,High
2026-01-07T21:59:48.850633,Kalupur Railway Station,21,0,3,False,False,164,High
2026-01-01T21:59:48.850637,Gujarat University,10,6,6,True,True,180,High
2026-01-24T21:59:48.850640,Vastral,18,3,4,True,False,116,Medium
2026-01-15T21:59:48.850643,Gheekanta,10,5,3,True,True,231,High
2026-07-24T21:59:48.850646,Vadaj,13,6,1,False,True,147,Medium
2026-04-09T21:59:48.850649,Apparel Park,20,5,6,False,True,7,Low
2026-03-16T21:59:48.850653,Paldi,20,2,2,False,False,189,High
2026-07-27T21:59:48.850656,Commerce Six Roads,9,0,6,True,False,50,Low
2025-10-04T21:59:48.850659,Paldi,12,0,1,False,False,224,High
2026-07-13T21:59:48.850662,Ranip,20,4,6,False,False,95,Medium
2026-04-15T21:59:48.850664,CTM Cross Road,20,1,5,False,False,98,Medium
2025-10-14T21:59:48.850668,Kankaria East,10,4,3,True,False,143,Medium
2026-05-23T21:59:48.850671,APMC,16,1,3,False,False,239,High
2026-05-07T21:59:48.850674,AEC,19,2,3,True,False,294,High
2025-09-09T21:59:48.850677,Kankaria,21,0,3,False,False,137,Medium
2026-01-24T21:59:48.850680,Odhav,22,2,6,False,False,179,High
2026-03-04T21:59:48.850685,Gujarat University,21,1,2,False,False,139,Medium
2025-11-06T21:59:48.850688,Thaltej,20,0,5,False,False,37,Low
2026-04-22T21:59:48.850691,Vadaj,18,1,3,True,False,194,High
2026-04-29T21:59:48.850694,Vastral Gam,8,3,3,True,False,276,High
2025-09-29T21:59:48.850697,Kankaria East,14,3,6,False,False,117,Medium
2025-12-02T21:59:48.850700,Ranip,8,1,5,True,False,141,Medium
2026-04-18T21:59:48.850703,SSG Hospital,16,2,1,False,False,49,Low
2025-08-09T21:59:48.850706,Commerce Six Roads,9,5,4,True,True,106,Medium
2026-02-21T21:59:48.850709,SSG Hospital,18,1,5,True,False,108,Medium
2026-02-01T21:59:48.850712,Rabari Colony,18,3,5,True,False,244,High
2025-12-07T21:59:48.850715,GNLU,20,0,6,False,False,141,Medium
2026-04-13T21:59:48.850718,APMC,12,2,3,False,False,139,Medium
2025-10-09T21:59:48.850722,Thaltej,6,2,5,False,False,84,Medium
2026-04-01T21:59:48.850726,Jivraj Mehta Hospital,15,1,2,False,False,58,Medium
2025-09-10T21:59:48.850729,GNLU,16,2,4,False,False,187,High
2025-10-29T21:59:48.850732,GNLU,20,1,6,False,False,167,High
2026-07-05T21:59:48.850735,GNLU,11,4,6,False,False,144,Medium
2026-05-26T21:59:48.850738,Ranip,8,6,6,True,True,106,Medium
2026-07-31T21:59:48.850741,AEC,8,5,2,True,True,159,High
2025-09-23T21:59:48.850745,SSG Hospital,22,3,3,False,False,127,Medium
2025-11-05T21:59:48.850748,Chandkheda,21,0,1,False,False,188,High
2026-03-11T21:59:48.850751,Jivraj Mehta Hospital,6,0,5,False,False,66,Medium
2025-08-24T21:59:48.850754,Sabarmati,22,6,6,False,True,30,Low
2025-09-21T21:59:48.850757,Kankaria,11,0,1,False,False,88,Medium
2026-06-25T21:59:48.850761,Shreyas,17,2,4,True,False,132,Medium
2026-03-04T21:59:48.850765,Vastral,18,3,5,True,False,124,Medium
2026-01-22T21:59:48.850768,Gheekanta,7,0,4,False,False,201,High
2025-11-22T21:59:48.850771,Odhav,21,0,6,False,False,212,High
2025-11-07T21:59:48.850774,Kankaria,16,4,1,False,False,111,Medium
2026-07-12T21:59:48.850777,Ranip,13,1,6,False,False,124,Medium
2025-09-02T21:59:48.850780,Kalupur Railway Station,14,4,5,False,False,177,High
2026-05-23T21:59:48.850783,Ranip,11,6,3,False,True,89,Medium
2025-10-20T21:59:48.850786,CTM Cross Road,8,2,2,True,False,162,High
2026-05-25T21:59:48.850790,Paldi,18,5,5,True,True,185,High
2026-07-08T21:59:48.850793,Gheekanta,22,5,3,False,True,152,High
2025-10-04T21:59:48.850796,Old High Court,19,1,1,True,False,272,High
2026-03-18T21:59:48.850799,CTM Cross Road,16,0,6,False,False,150,Medium
2026-05-01T21:59:48.850802,Kalupur,21,1,3,False,False,151,High
2026-03-06T21:59:48.850805,Odhav,8,6,5,True,True,194,High
2025-09-14T21:59:48.850810,Paldi,8,0,3,True,False,326,High
2026-06-11T21:59:48.850813,Thaltej,18,2,3,True,False,135,Medium
2026-05-29T21:59:48.850816,Gheekanta,6,2,4,False,False,139,Medium
2025-10-23T21:59:48.850819,Gheekanta,11,3,4,False,False,173,High
2025-10-02T21:59:48.850822,Jivraj Mehta Hospital,9,0,1,True,False,101,Medium
2026-01-05T21:59:48.850825,APMC,18,0,3,True,False,269,High
2025-10-16T21:59:48.850828,Odhav,8,5,5,True,True,272,High
2026-03-20T21:59:48.850832,Doordarshan Kendra,18,1,2,True,False,89,Medium
2026-01-01T21:59:48.850835,Apparel Park,14,3,2,False,False,90,Medium
2026-02-01T21:59:48.850837,Apparel Park,21,6,1,False,True,55,Medium
2025-12-13T21:59:48.850840,Shreyas,13,5,6,False,True,22,Low
2026-01-14T21:59:48.850843,Old High Court,10,2,1,True,False,301,High
2025-09-05T21:59:48.850847,Vastral Gam,18,6,3,True,True,136,Medium
2025-08-14T21:59:48.850850,Vadaj,15,2,5,False,False,130,Medium
2026-03-08T21:59:48.850853,Commerce Six Roads,21,2,2,False,False,140,Medium
2026-03-14T21:59:48.850856,GNLU,13,2,4,False,False,144,Medium
2026-05-04T21:59:48.850859,CTM Cross Road,17,0,5,True,False,192,High
2025-12-23T21:59:48.850862,Sabarmati,20,5,2,False,True,164,High
2026-03-02T21:59:48.850865,Rabari Colony,8,6,4,True,True,174,High
2025-12-31T21:59:48.850870,Paldi,14,5,2,False,True,125,Medium
2025-11-18T21:59:48.850873,Odhav,8,3,5,True,False,260,High
2025-08-10T21:59:48.850876,Jivraj Mehta Hospital,7,6,3,False,True,55,Medium
2025-09-07T21:59:48.850879,Gheekanta,9,6,2,True,True,147,Medium
2025-12-27T21:59:48.850883,Ranip,18,6,3,True,True,79,Medium
2025-10-23T21:59:48.850886,Old High Court,6,0,3,False,False,208,High
2025-12-10T21:59:48.850888,AEC,20,2,4,False,False,199,High
2026-06-22T21:59:48.850892,Thaltej,17,0,4,True,False,120,Medium
2026-02-10T21:59:48.850894,Shahpur,10,2,3,True,False,127,Medium
2025-08-13T21:59:48.850898,Usmanpura,12,4,4,False,False,136,Medium
2026-07-13T21:59:48.850900,Kalupur,16,0,3,False,False,189,High
2026-05-12T21:59:48.850903,Shahpur,6,6,3,False,True,23,Low
2026-05-15T21:59:48.850906,Paldi,22,1,5,False,False,163,High
2026-05-01T21:59:48.850909,Vastral Gam,19,3,2,True,False,249,High
2025-09-24T21:59:48.850912,Kankaria,18,0,6,True,False,125,Medium
2026-04-21T21:59:48.850915,Commerce Six Roads,20,4,4,False,False,27,Low
2025-11-03T21:59:48.850918,Amraiwadi,8,4,1,True,False,243,High
2025-11-27T21:59:48.850923,Gujarat University,17,2,2,True,False,173,High
2025-10-08T21:59:48.850927,APMC,18,4,4,True,False,265,High
2025-08-08T21:59:48.850930,Shahpur,17,2,4,True,False,67,Medium
2026-02-25T21:59:48.850934,Apparel Park,8,5,2,True,True,26,Low
2025-11-16T21:59:48.850937,Shahpur,13,2,1,False,False,91,Medium
2025-10-14T21:59:48.850940,Odhav,19,4,2,True,False,333,High
2025-09-08T21:59:48.850943,Odhav,19,1,4,True,False,260,High
2026-05-25T21:59:48.850946,Gujarat University,11,3,3,False,False,96,Medium
2026-07-31T21:59:48.850949,Gujarat University,16,6,4,False,True,47,Low
2025-10-21T21:59:48.850952,GNLU,10,1,4,True,False,202,High
2025-11-27T21:59:48.850955,GNLU,19,5,4,True,True,120,Medium
2026-04-14T21:59:48.850958,Doordarshan Kendra,8,4,1,True,False,164,High
2025-12-13T21:59:48.850961,Rabari Colony,7,2,2,False,False,155,High
2026-06-07T21:59:48.850964,GNLU,22,0,5,False,False,157,High
